KG,domain,image_metadata,video_metadata,audio_metadata,image,video,audio,sum_perceive,perceivable,alt_image_score,audio_description,video_description,video_subtitle,video_sign_language,audio_subtitle,audio_sign_language,table2_sum,special_needs,accessibility_for_visually_impaired,accessibility_for_deaf,contact_person,dump_size,auth,dump_format,open_license,alternative_access_point_score,sum_operable,operable,version,robots_txt,webpage_status,metadata_broken_links,canonical_ID,robust,metadata_lang,lang,example,labels,description_readability,understandable,sum_overall,mean_overall,sum_T1,mean_T1
rkb-explorer-kaunas,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.4,0,-0.28,,,1,,-1,0,-1,-0.01479375,-1.6367,-0.10229375
rkb-explorer-photos,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.3333333333,0,-0.2666666667,,,0,,,0,0,-0.0625,-3.333333333,-0.2083333333
rkb-explorer-roni,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,0,,,0,0,-0.0280125,-1.4482,-0.0905125
semantic-universe,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.5,0,-0.3,,,1,,-1,0,-1,0.005610723684,-1.410228421,-0.08813927632
statistics-data-gov-uk,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,1,0,-1,0,-0.4,,,1,,-1,0,-1,-0.0192625,-2.3082,-0.1442625
statusnet-cooleysekula-net,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.02377421947,-3.380387511,-0.2112742195
statusnet-equestriarp-net,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.01219077381,-1.195052381,-0.07469077381
statusnet-gomertronic-com,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.01836323529,-2.293811765,-0.1433632353
statusnet-hackerposse-com,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,1,,-1,0,-1,-0.0028375,-1.2954,-0.0809625
statusnet-ilikefreedom-ro,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.0625,-3,-0.1875
statusnet-integralblue-com,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.0625,-3,-0.1875
statusnet-johndrinkwater-name,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.004423882114,-3.070782114,-0.1919238821
statusnet-kenzoid-com,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.03068125,-2.4909,-0.15568125
statusnet-legadolibre-com-ar,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.2,0,-0.24,,,1,,-1,0,-1,-0.01888585271,-2.502173643,-0.1563858527
statusnet-linuxwrangling-com,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.5,0,-0.1,,,1,,-1,0,-1,-0.01590166034,-0.9756156244,-0.04434616474
statusnet-lydiastench-com,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.02092700893,-3.334832143,-0.2084270089
statusnet-mamalibre-com-ar,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,0.023571875,-2.62285,-0.163928125
statusnet-my-status-tk,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,0.0956949489,-1.468880818,-0.0918050511
statusnet-opensim-chat-eu,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,0.03541152027,-2.433415676,-0.1520884797
statusnet-orangeseeds-org,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,0,-2,-0.125
statusnet-ourcoffs-org-au,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-0.6,0,-0.32,,,1,,-1,0,-1,-0.03031259058,-1.085001449,-0.06781259058
statusnet-planet-libre-org,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.25,,,1,,-1,0,-1,-0.0218,-2.5988,-0.162425
statusnet-postblue-info,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,1,,-1,0,-1,-0.05954189189,-1.95267027,-0.1220418919
statusnet-progval-net,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,1,,-1,0,-1,0.03234375,-1.4825,-0.09265625
statusnet-rainbowdash-net,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,0.045990625,-1.26415,-0.079009375
statusnet-samnoble-org,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,0.02980625,0.4769,0.02980625
statusnet-shnoulle-net,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.0625,-1,-0.0625
statusnet-status-net,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,0.04204911202,-2.327214208,-0.145450888
statusnet-sweetiebelle-net,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.5,0,-0.5,,,1,,-1,0,-1,-0.04069375,-3.1511,-0.19694375
statusnet-thelovebug-org,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,1,,-1,0,-1,-0.0625,-4,-0.25
sudocfr,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,0,-1,0,-0.2,,,1,,-1,0,-1,-0.03364166667,0.4617333333,0.02885833333
tekord,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,-0.01885222973,-0.3016356757,-0.01885222973
the-drug-interaction-knowledge-base,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.2,,,1,,-1,0,-1,-0.04140099256,-2.283430769,-0.1037923077
ub-mannheim-linked-data,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,0,0,0,-0.4,,,1,,-1,0,-1,0.02473125,-0.6043,-0.03776875
uberblic,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,0,0,-1,-0.25,-1,1,0,0,0,-0.4,,,1,,-1,0,-1,-0.02186875,-1.3499,-0.08436875
uk-postcodes,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-1,0,-1,-0.0625,-3,-0.1875
umthes,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-1,0,-0.2,,,1,,-1,0,-1,-0.006261349564,-1.100181593,-0.06876134956
zitgist-musicbrainz,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,-1,0,-1,0.02980625,-2.5231,-0.15769375
business-data-gov-uk,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.9984464285714278,0.0005178571429,-0.9984464286,-0.04355261905,-4.696841905,-0.293552619
open-data-thesaurus,cross_domain,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,1,0,0,1,1,2,0.3333333333,-1,0,0,0,0,-0.4,,0,1,0.1099537037,-0.10622089201877882,0.000746562337,-0.106220892,-0.01348794643,-1.215807143,-0.07598794643
rkb-explorer-webconf,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.5,0,-0.5,,,1,,-0.9969857142857137,0.001004761905,-0.9969857143,-0.05052490385,-2.308398462,-0.1442749038
rkb-explorer-webscience,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.9969857142857137,0.001004761905,-0.9969857143,-0.0060140625,-3.096225,-0.1935140625
imagesnippets,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,-1,0,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.9950999999999999,0.001633333333,-0.9951,-0.0625,-4,-0.25
muziekweb,media,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,0,1,0,1,0.2,-1,1,0,-1,0,-0.4,,0,1,0.1031423662,-0.09254335154826943,0.002119802927,-1.092543352,-0.035025,-2.5604,-0.160025
snik,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,0,-1,0,-1,-0.25,-1,1,0,0,0,-0.4,,,1,,-0.9916999999999996,0.002766666667,-0.9917,-0.009377941176,-1.150047059,-0.07187794118
productontology,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,0,1,0,-0.25,0,-0.05,,,0,,0.00941538461538527,0.003138461538,0.009415384615,-0.0625,-0.25,-0.015625
cpv-2003,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,0,0,-0.4,,,1,,-0.9898356321839077,0.003388122605,-0.9898356322,-0.02777880435,-3.44446087,-0.2152788043
cpv-2008,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,0,0,-0.4,,,1,,-0.9898356321839077,0.003388122605,-0.9898356322,-0.0625,-3,-0.1875
bioportal-hao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,0,,0.01220000000000021,0.004066666667,0.0122,0.03524744318,-0.4360409091,-0.02725255682
deustotech,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,-0.9869799999999997,0.00434,-0.98698,-0.0625,-1,-0.0625
bioportal-uo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.013300000000000312,0.004433333333,0.0133,-0.04520072548,-1.211433695,-0.05506516793
yordhis,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,0,,0.013300000000000312,0.004433333333,0.0133,-0.04850122093,-2.776019535,-0.1735012209
dbtune-myspace,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,0,,0.01913931623931653,0.00637977208,0.01913931624,-0.038825,-2.6212,-0.163825
Querolus,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.1428571429,1,-0.4285714286,,,0,,0.023500000000000743,0.007833333333,1.0235,-0.004776315789,-2.219278195,-0.1387048872
odc-lsoa,government,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,-1,1,0.1004921756,0.9405000000000001,0.008198435117,-0.0595,-0.01404375,-3.2247,-0.20154375
yago,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,-1,0,0,-0.4,,,0,,0.0298824561403519,0.009960818713,0.02988245614,-0.00030171875,-5.0048275,-0.3128017188
ASCDC-CTS-TV-Programs,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.9679499999999996,0.01068333333,-0.96795,-0.007029435484,-1.112470968,-0.06952943548
it-aifa-drug-prices,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.125,0,-0.225,,,1,,-0.9667384615384611,0.01108717949,-0.9667384615,-0.003375,0.821,0.0513125
enslaved.org,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,0,0,-0.4,,,0,,0.034206521739130746,0.01140217391,0.03420652174,-0.01692142857,-2.270742857,-0.1419214286
data-gov-ie,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.7142857143,0,-0.1428571429,,,1,,-0.9635500000000001,0.01215,-0.96355,-0.03533142857,-2.279588571,-0.1424742857
greek-wordnet,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.06666666667,,,1,,-0.9629999999999995,0.01233333333,-0.963,-0.03989354839,-1.55910244,-0.07086829272
AISHE,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.3333333333,0,-0.06666666667,,,0,,0.03735000000000066,0.01245,0.03735,0.02098392857,-0.9975904762,-0.06234940476
news-100-nif-ner-corpus,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,0,0,-0.4,,,0,,0.03795294117647141,0.01265098039,0.03795294118,-0.01305625,-2.2089,-0.13805625
omwn-bul,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.3333333333,0,-0.2666666667,,,0,,0.03825510204081639,0.01275170068,0.03825510204,-0.02565942568,-0.7438841441,-0.04649275901
omwn-cow,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.3333333333,0,-0.2666666667,,,0,,0.03825510204081639,0.01275170068,0.03825510204,-0.007770673077,-1.457664103,-0.09110400641
eu-agencies-bodies,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,0,0,-1,-0.25,-1,1,0,-1,0,-0.6,,,0,,0.041798275862069634,0.01393275862,0.04179827586,-0.02692410714,-4.430785714,-0.2769241071
nextprot,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,0,0,-0.4,,,0,,0.041798275862069634,0.01393275862,0.04179827586,-0.03748088861,-2.599694218,-0.1624808886
norwegian-geo-divisions,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.75,0,-0.35,,,1,,-0.9578999999999996,0.01403333333,-0.9579,-0.0625,-3.75,-0.234375
tcmgenedit_dataset,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,-0.3333333333,0,-0.2666666667,,,1,,-0.9577999999999998,0.01406666667,-0.9578,-0.04847263158,-1.108895439,-0.06930596491
ldt@library,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,1,,-0.9526702702702698,0.01577657658,-0.9526702703,0.020125,-1.678,-0.104875
issa-agritrop,life_sciences,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,1,0,0,1,-0.4,,0,1,0.2500309362,-0.16933333333333278,0.01613952058,-0.1693333333,0.03609107143,-1.422542857,-0.08890892857
bio2rdf-chembl,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.6086956522,0,-0.5217391304,,,1,,-0.9500637931034476,0.0166454023,-0.9500637931,-0.0625,-2.608695652,-0.1630434783
ciard-ring,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,0,,,-1,0,0,-1,-0.2,-1,0,-1,-0.5,0,-0.5,,0,1,0.08494510518,,0.01698902104,-1,-0.01968472222,-2.814955556,-0.1759347222
sitc-v4,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-1,0,-0.2,,,1,,-0.9465999999999997,0.0178,-0.9466,0.03609107143,-0.4225428571,-0.02640892857
omwn-mcr,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.4444444444,0,-0.08888888889,,,0,,0.05552040816326542,0.01850680272,0.05552040816,-0.01855230978,0.258718599,0.01616991244
ufo,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.9438785714285706,0.01870714286,-0.9438785714,-0.02053125,-4.3285,-0.27053125
bioportal-po_x1,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.05730000000000013,0.0191,0.0573,-0.04817556818,-3.770809091,-0.2356755682
http:www.fateh_fahad_adeel.comgrandSlam,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,0,,0.05730000000000013,0.0191,0.0573,-0.02891869469,-3.462699115,-0.2164186947
AugustiniConfessiones,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,0,0,-0.4,,,0,,0.057333333333334124,0.01911111111,0.05733333333,-0.0262125,-1.4194,-0.0887125
erg,cross_domain,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,,-1,1,0,0,0,-1,0,0,-0.5,0,-0.1,,0,0,0.1017000496,1.0,0.02034000992,0,-0.02496875,-1.8995,-0.11871875
bio2rdf-pathwaycommons,,0,0,0,0.00006735986517,0,0,"0,00006735986517",0.00001122664419,0,,,,,,,0,,,,0,,0,0,0,0,0,0,-1,1,0,-0.5714285714,0,-0.5142857143,,,1,,-0.9331,0.0223,-0.9330326401,-0.04574914611,-2.889159925,-0.1313254511
cz-ctia-confiscations,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,0,,-1,-1,0,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,-0.9320545454545452,0.02264848485,-0.9320545455,-0.03090973304,-2.901479744,-0.1318854429
data-incubator-our-airports,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,-0.9320545454545452,0.02264848485,-0.9320545455,-0.02658870968,-2.76752802,-0.1257967282
fao-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.9320545454545452,0.02264848485,-0.9320545455,0.008375,-1.866,-0.116625
omwn-ita,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.06860000000000066,0.02286666667,0.0686,0.00590625,-1.9055,-0.11909375
omwn-ron,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.06860000000000066,0.02286666667,0.0686,-0.01756875,-2.2811,-0.14256875
country-authority-list,geography,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,1,0,-1,1,0,0,0,-1,1,0,0,0,-0.4,,,0,,0.06879999999999997,0.02293333333,0.0688,0.02473125,-1.6043,-0.10026875
data-open-ac-uk,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,0,1,0,1,0.25,-1,1,-1,-0.5,0,-0.5,,,1,,-0.9275022727272727,0.02416590909,-0.9275022727,-0.02919541667,-2.967126667,-0.1854454167
national-library-of-greece-authority-records,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.07278571428571468,0.02426190476,0.07278571429,0.09155961538,-1.535046154,-0.09594038462
omwn-cwn,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-1,0,-0.4,,,0,,0.07278571428571468,0.02426190476,0.07278571429,0.0159875,-1.7442,-0.1090125
omwn-nld,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.5,0,-0.5,,,0,,0.07278571428571468,0.02426190476,0.07278571429,-0.03426119792,-4.048179167,-0.2530111979
bioportal-dc_cl,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.5,0,-0.3,,,0,,0.07309999999999994,0.02436666667,0.0731,-0.0243375,-0.8894,-0.0555875
biosamples-rdf,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.07309999999999994,0.02436666667,0.0731,-0.03944464286,-2.631114286,-0.1644446429
clld-afbo,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,1,0,1,0.25,-1,1,0,0,0,-0.4,,,0,,0.07309999999999994,0.02436666667,0.0731,-0.0625,-3,-0.1875
eventseer,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,0,,0.07309999999999994,0.02436666667,0.0731,-0.03404331294,-2.544693007,-0.1590433129
rainis-and-aspazija-linked-digital-collection,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.9182428571428568,0.02725238095,-0.9182428571,-0.01691770833,-4.270683333,-0.2669177083
schemapedia,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,1,0,-0.25,0,-0.05,,,1,,-0.9138999999999998,0.0287,-0.9139,-0.008327262931,0.6167637931,0.03854773707
omwn-arb,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.08740000000000059,0.02913333333,0.0874,-0.03204801136,-2.512768182,-0.1570480114
omwn-hrv,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.08740000000000059,0.02913333333,0.0874,-0.0625,-1,-0.0625
omwn-isl,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.08740000000000059,0.02913333333,0.0874,-0.0625,-4,-0.25
omwn-iwn,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.08740000000000059,0.02913333333,0.0874,-0.0625,-1,-0.0625
omwn-jpn,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.08740000000000059,0.02913333333,0.0874,-0.06262245658,-3.850327529,-0.1750148877
omwn-nor,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.08740000000000059,0.02913333333,0.0874,-0.04415192308,-2.706430769,-0.1691519231
KG:Course_Submission,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-1,0,-0.2,,,0,,0.08977157894736876,0.02992385965,0.08977157895,-0.02307047244,-2.369127559,-0.1480704724
RELD,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,0,1,-0.4,,,0,,0.09402857142857224,0.03134285714,1.094028571,-0.03803023437,-2.60848375,-0.1630302344
swefn-rdf,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.375,0,-0.275,,,0,,0.09402857142857224,0.03134285714,0.09402857143,-0.05954310345,-2.327689655,-0.1454806034
lremap-conf,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.5714285714,0,-0.5142857143,,,0,,0.09450000000000047,0.0315,0.0945,-0.03949468825,-3.203343583,-0.200208974
vu-wordnet,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.6666666667,0,-0.1333333333,,,0,,0.09450000000000047,0.0315,0.0945,-0.01034704392,-1.832219369,-0.1145137106
Copyright_Free_Music,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.25,0,-0.05,,,1,,-0.9052538461538455,0.03158205128,-0.9052538462,-0.01186532787,-1.439845246,-0.08999032787
eu-institutions,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.3333333333,0,-0.2666666667,,,1,,-0.9052538461538455,0.03158205128,-0.9052538462,-0.0625,-3.333333333,-0.2083333333
bioportal-ehda,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.09764999999999979,0.03255,0.09765,-0.01811160714,-3.289785714,-0.2056116071
traditional-korean-medicine,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.875,0,-0.575,,,1,,-0.8999699510070763,0.03334334966,-0.899969951,-0.042945,-3.56212,-0.2226325
