KG,domain,image_metadata,video_metadata,audio_metadata,image,video,audio,sum_perceive,perceivable,alt_image_score,audio_description,video_description,video_subtitle,video_sign_language,audio_subtitle,audio_sign_language,table2_sum,special_needs,accessibility_for_visually_impaired,accessibility_for_deaf,contact_person,dump_size,auth,dump_format,open_license,alternative_access_point_score,sum_operable,operable,version,robots_txt,webpage_status,metadata_broken_links,canonical_ID,robust,metadata_lang,lang,example,labels,description_readability,understandable,sum_overall,mean_overall,sum_T1,mean_T1
myontologytest,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,0,0,-1,0,-0.6,,,0,,-0.30819999999999936,-0.1027333333,-0.3082,0,-3,-0.1875
olia-discourse,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-1,0,-0.4,,,0,,-0.30819999999999936,-0.1027333333,-0.3082,-0.02560625,-1.4097,-0.08810625
twc-data-gov,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,0,,-0.30819999999999936,-0.1027333333,-0.3082,-0.0625,-2,-0.125
iwn,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,0,0,-0.4,,,0,,-0.31493999999999966,-0.10498,-0.31494,-0.01634399699,-2.261503952,-0.141343997
lod-a-lot,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.31495555555555543,-0.1049851852,-0.3149555556,-0.0625,-2.666666667,-0.1666666667
talis-openlibrary,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.5333333333,,,0,,-0.3167818181818177,-0.1055939394,-0.3167818182,-0.02044342115,-2.993761405,-0.1871100878
bioportal-hlth_indics,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.1333333333,,,0,,-0.32032058823529386,-0.1067735294,-0.3203205882,-0.02596129386,-2.082047368,-0.1301279605
FLUS,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,0,,-0.3213157894736838,-0.1071052632,-0.3213157895,0.01060379192,-1.497005996,-0.09356287475
idreffr,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,,-1,0,0,-1,-0.2,-1,0,0,-0.3333333333,0,-0.4666666667,,0,1,0.26755,-0.8089999999999997,-0.10829,-1.809,-0.00424375,-2.401233333,-0.1500770833
bioportal-fbcv,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3253499999999997,-0.10845,-0.32535,-0.001741926488,-1.787038445,-0.08122902025
biblioteca-nacional-escolar-bnescolar,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.2222222222,0,-0.4444444444,,,0,,-0.32709473844128123,-0.1090315795,-0.3270947384,-0.05606129032,-3.851697532,-0.1750771605
LewisShort,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.8414634146,1,-0.3682926829,,,0,,-0.32721420765027287,-0.1090714026,0.6727857923,-0.03259353939,-2.743438445,-0.1247017475
asit,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.1052631579,0,-0.4210526316,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.05937898707,-2.055326951,-0.1284579344
bioportal-hom_harvard,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.05719031359,-1.505938445,-0.06845174752
bioportal-mthch,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.06451612004,-3.733038445,-0.1696835657
bioportal-oboe-sbc,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,0,,-0.3284999999999997,-0.1095,-0.3285,0,-3,-0.1875
http:www.atif-sajjad.comSemster-Project#,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.06451612004,-1.733038445,-0.07877447479
lofd,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.2,0,-0.44,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.05597604746,-3.826832781,-0.1739469446
rubenverborgh,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.8414634146,0,-0.1682926829,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.05442579746,-2.420238445,-0.1100108384
Uros_Susa,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.8414634146,0,-0.1682926829,,,0,,-0.3284999999999997,-0.1095,-0.3285,-0.06451612004,-2.733038445,-0.1242290202
bulgarian_admissions_to_correctional_facilities,government,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,-1,1,0,-1,-0.2,-1,1,0,-0.1578947368,1,-0.4315789474,,0,1,0.03788887482,-0.5856723076923072,-0.1095566866,-0.5856723077,-0.06451612903,-4.049470046,-0.1840668203
chemdb-basicInfo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.32886357798165133,-0.1096211927,-0.328863578,-0.04006450713,-1.975038445,-0.08977447479
ChimanMaru_Entrepreneur,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.3636363636,0,-0.4727272727,,,0,,-0.3300714285714281,-0.1100238095,-0.3300714286,-0.05555008489,-3.977264305,-0.1807847411
govagribus-denmark,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3320244588744583,-0.1106748196,-0.3320244589,-0.05219353939,-3.351038445,-0.1523199293
simple,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3322714285714278,-0.1107571429,-0.3322714286,-0.06249999274,-0.8414632985,-0.05259145616
LARK,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.3636363636,0,-0.4727272727,,,0,,-0.33483214285714213,-0.1116107143,-0.3348321429,-0.05964835666,-4.10431073,-0.1865595786
galician-eurowordnet-lemon-lexicon-3-0,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,1,0,0,0,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3375,-0.1125,-0.3375,0.02981728662,0.6356131713,0.0397258232
caligraph,cross_domain,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,1,0,-0.8414634146,1,-0.3682926829,,-1,1,0.1078494366,0.3220000000000005,-0.1140301127,0.322,-0.04285482971,-2.061538445,-0.09370629297
lcsubjects,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,1,-1,-0.3076923077,0,-0.4615384615,,,0,,-0.34879999999999933,-0.1162666667,-0.3488,-0.03900980149,-3.408571463,-0.1549350665
racai-llod-romanian-wordnet-ttl,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.08333333333,0,-0.4166666667,,,0,,-0.34879999999999933,-0.1162666667,-0.3488,-0.05993763441,-3.83297531,-0.1742261504
bioportal-cao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3499000000000001,-0.1166333333,-0.3499,-0.06235805552,-2.666138445,-0.1211881112
Himanshu_Mahawar,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.3,0,-0.46,,,0,,-0.3499000000000001,-0.1166333333,-0.3499,-0.03319447005,-3.220603881,-0.1463910855
https:www.luigiusai.itlinked-dataluigiusai,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,0,,-0.3499000000000001,-0.1166333333,-0.3499,0.031875,-1.49,-0.093125
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,0,1,0,1,0.25,-1,0,0,-0.8414634146,0,-0.1682926829,,,0,,-0.3571999999999992,-0.1190666667,-0.3572,-0.033999991,-3.787038445,-0.1721381112
eprints-harvest-rkbexplorer,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.6,,,0,,-0.35815641025640954,-0.1193854701,-0.3581564103,0,-3,-0.1875
bioportal-cno,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.1428571429,0,-0.4285714286,,,0,,-0.35884693877551,-0.1196156463,-0.3588469388,-0.03049867173,-2.979891276,-0.1354496035
bioportal-spd,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.35894999999999977,-0.11965,-0.35895,-0.05831454001,-0.7744960548,-0.04840600342
bioportal-cst,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.3596601626016258,-0.1198867209,-0.3596601626,-0.06451612903,-4.14157531,-0.1882534232
bioportal-rcd,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.1428571429,0,-0.4285714286,,,0,,-0.36060000000000003,-0.1202,-0.3606,-0.03380875576,-4.082503881,-0.1855683582
bioportal-gro,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.2,0,-0.44,,,0,,-0.3656899999999996,-0.1218966667,-0.36569,-0.05843097826,-3.134895652,-0.1959309783
bioportal-fypo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.8414634146,0,-0.1682926829,,,0,,-0.3658421052631575,-0.1219473684,-0.3658421053,-0.06451612004,-3.733038445,-0.1696835657
open-bantu-isixhosa-lexicon,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-1,0,-0.6,,,0,,-0.3683807692307687,-0.1227935897,-0.3683807692,0,-3,-0.1875
revistas_turismo,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.1538461538,0,-0.4307692308,,,0,,-0.36909999999999965,-0.1230333333,-0.3691,-0.05490967742,-3.747621463,-0.1703464302
bioportal-mccl,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,0,,-0.371336486486486,-0.1237788288,-0.3713364865,-0.0625,-5,-0.3125
cz-nkod,,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,1,0,0,0,1,1,0.1666666667,-1,1,0,-0.1538461538,0,-0.4307692308,,-1,1,0.04491352135,0.335742857142858,-0.1238687243,0.3357428571,-0.05005677419,-3.597181463,-0.1635082483
portuguese_prisons_releases,government,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,0,1,0,0,0,-1,1,0,-0.05555555556,1,-0.4111111111,,0,1,0.1000482897,-0.72535243902439,-0.1250608299,-0.725352439,-0.009108333333,-1.201288889,-0.07508055556
VVASIAK,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.1428571429,0,-0.4285714286,,,0,,-0.37987857142857084,-0.1266261905,-0.3798785714,-0.04115650049,-3.310283968,-0.1504674531
klappstuhlclub,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,-0.38038751147842054,-0.1267958372,-0.3803875115,-0.040196875,-1.64315,-0.102696875
bioportal-po_x2,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.382842307692307,-0.1276141026,-0.3828423077,-0.0625,-2,-0.125
bioportal-uberon,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,-0.384519047619047,-0.1281730159,-0.3845190476,-0.02566517857,-2.410642857,-0.1506651786
swedish-open-cultural-heritage,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.5,0,-0.5,,,0,,-0.3853333333333331,-0.1284444444,-0.3853333333,-0.0625,-3.5,-0.21875
hungarian-national-library-catalog,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,-1,0,-0.4,,,0,,-0.3853608695652173,-0.1284536232,-0.3853608696,-0.02699285714,-2.431885714,-0.1519928571
http:www.semanticweb.orgambrishontologies202010untitled-ontology-24,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-1,0,-0.4,,,0,,-0.38626363636363636,-0.1287545455,-0.3862636364,-0.02699285714,-2.431885714,-0.1519928571
12323,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.5,0,-0.5,,,0,,-0.3893999999999994,-0.1298,-0.3894,-0.0625,-2.5,-0.15625
bioportal-mesh-owl,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.3893999999999994,-0.1298,-0.3894,-0.062125,-4.244,-0.26525
bioportal-nddf,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.3893999999999994,-0.1298,-0.3894,-0.00544375,-3.3371,-0.20856875
bioportal-soy,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.3893999999999994,-0.1298,-0.3894,-0.03544184783,-3.817069565,-0.2385668478
gold,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.3893999999999994,-0.1298,-0.3894,-0.0625,-4.25,-0.265625
data-szepmuveszeti-hu,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,-1,1,0,-1,-0.2,-1,1,0,-0.3333333333,0,-0.4666666667,,-1,1,0.112333795,0.22650000000000037,-0.132233241,-0.7735,-0.0625,-4.333333333,-0.2708333333
lotico,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,1,0,-0.25,0,-0.45,,,0,,-0.3994999999999993,-0.1331666667,-0.3995,-0.05362916667,-3.108066667,-0.1942541667
apertium-rdf-ca-it,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.40969999999999973,-0.1365666667,-0.4097,-0.0540515625,-4.198158333,-0.2623848958
apertium-rdf-fr-es,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.40969999999999973,-0.1365666667,-0.4097,-0.02814375,-3.7003,-0.23126875
betweenourworlds,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.40969999999999973,-0.1365666667,-0.4097,-0.02814375,-3.7003,-0.23126875
bioportal-basic-vertebrate-gross-anatomy,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.40969999999999973,-0.1365666667,-0.4097,-0.0625,-4.25,-0.265625
biolod-pdb,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.41064285714285687,-0.1368809524,-0.4106428571,-0.04696875,-4.0015,-0.25009375
bioportal-sbo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4132321266968324,-0.1377440422,-0.4132321267,-0.0392,-3.8772,-0.242325
Fishery_Stock_Dataset,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,,0,,-0.4134749999999997,-0.137825,-0.413475,-0.02560625,-3.6597,-0.22873125
bioportal-ero,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.41646666666666643,-0.1388222222,-0.4164666667,0.02720982143,-2.89797619,-0.1811235119
GACS,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.3333333333,0,-0.4666666667,,,0,,-0.41915684210526305,-0.1397189474,-0.4191568421,-0.05762033811,-4.255258743,-0.2659536714
bioportal-gro_x2,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.41939999999999944,-0.1398,-0.4194,-0.02672620614,-3.677619298,-0.2298512061
Trelios,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.4202201550387593,-0.140073385,-0.420220155,-0.0625,-4.25,-0.265625
Shripriya_Dubey,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.42039999999999966,-0.1401333333,-0.4204,-0.0625,-4.25,-0.265625
bioportal-bfo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.42761929824561373,-0.1425397661,-0.4276192982,-0.0625,-4.25,-0.265625
bioportal-sdo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4299999999999994,-0.1433333333,-0.43,-0.04393654726,-3.952984756,-0.2470615473
linklion,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.4307857142857142,-0.1435952381,-0.4307857143,-0.0625,-3.333333333,-0.2083333333
Biop,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.43188571428571376,-0.1439619048,-0.4318857143,-0.037025,-3.8424,-0.24015
Bioportal,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.43188571428571376,-0.1439619048,-0.4318857143,-0.0274375,-3.689,-0.2305625
http:www.semanticweb.orgarchanaontologies20215untitled-ontology-6,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.43188571428571376,-0.1439619048,-0.4318857143,-0.0625,-3.25,-0.203125
LatinAffectus,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.3333333333,1,-0.4666666667,,,0,,-0.43341567567567496,-0.1444718919,0.5665843243,-0.001251041667,-3.35335,-0.209584375
bioportal-bspo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4389999999999997,-0.1463333333,-0.439,-0.0625,-4.25,-0.265625
bioportal-to,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4389999999999997,-0.1463333333,-0.439,-0.02186875,-3.5999,-0.22499375
ISSN:0080-3626,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4389999999999997,-0.1463333333,-0.439,-0.04946617647,-4.041458824,-0.2525911765
ESV,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.44208863636363616,-0.1473628788,-0.4420886364,-0.0625,-4.25,-0.265625
bioportal-pato,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.44389999999999985,-0.1479666667,-0.4439,-0.0625,-4.25,-0.265625
SWAT,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.44465847457627095,-0.1482194915,-0.4446584746,-0.0625,-4.333333333,-0.2708333333
dbpedia-lite,cross_domain,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,-1,1,3.16819462,0.25153888888888964,-0.1496922222,-0.7484611111,-0.0625,-4.25,-0.265625
bioportal-mhc,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.44971538461538385,-0.1499051282,-0.4497153846,-0.04324558824,-3.025262745,-0.1890789216
ispra-lod-ron,,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,1,0,-1,1,1,1,0.1666666667,-1,1,0,-0.3333333333,0,-0.4666666667,,0,1,0.2500309362,-1,-0.1499938128,-1,-0.008579166667,-3.4706,-0.2169125
apertium-rdf-en-ca,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4502999999999997,-0.1501,-0.4503,-0.01694943182,-3.521190909,-0.2200744318
bioportal-amino-acid,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4502999999999997,-0.1501,-0.4503,-0.0625,-4.25,-0.265625
bioportal-apo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4502999999999997,-0.1501,-0.4503,-0.02242793367,-3.608846939,-0.2255529337
catalan-eurowordnet-lemon-lexicon-3-0,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4502999999999997,-0.1501,-0.4503,-0.0415375,-3.9146,-0.2446625
entrez_gene,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.45082666666666626,-0.1502755556,-0.4508266667,-0.01705054348,-3.606142029,-0.2253838768
apertium-rdf-eo-en,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.0625,-4.25,-0.265625
apertium-rdf-eo-es,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.0625,-4.25,-0.265625
apertium-rdf-eo-fr,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.0625,-4.25,-0.265625
apertium-rdf-es-an,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.02247876016,-3.609660163,-0.2256037602
apertium-rdf-es-ast,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.01216168699,-3.444586992,-0.215286687
apertium-rdf-es-ca,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.03646799242,-3.833487879,-0.2395929924
apertium-rdf-es-pt,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.4519999999999993,-0.1506666667,-0.452,0.00456875,-3.260233333,-0.2037645833
apertium-rdf-oc-es,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.4519999999999993,-0.1506666667,-0.452,-0.04830625,-4.0229,-0.25143125
bioportal-pw,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.4526347826086954,-0.1508782609,-0.4526347826,-0.045271875,-4.057683333,-0.2536052083
bioportal-mcbcc,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.45956899224806136,-0.1531896641,-0.4595689922,-0.0625,-4.25,-0.265625
